signatureID	PROBE	ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
LINCSCP_110365	NA	823	CAPN1	0.7867	0.539960265159607
LINCSCP_110365	NA	831	CAST	-3.68175	0.339788794517517
LINCSCP_110365	NA	835	CASP2	1.68715	0.148716747760773
LINCSCP_110365	NA	836	CASP3	0.5538	0.668016970157623
LINCSCP_110365	NA	840	CASP7	-3.21225	0.036630887538195
LINCSCP_110365	NA	843	CASP10	4.98735	0.016233164817095
LINCSCP_110365	NA	847	CAT	-0.65025	0.547700047492981
LINCSCP_110365	NA	868	CBLB	1.2242	0.291348278522491
LINCSCP_110365	NA	873	CBR1	-5.7886	0.00641306489706
LINCSCP_110365	NA	874	CBR3	-1.36435	0.270891517400742
LINCSCP_110365	NA	890	CCNA2	-5.6393	0.018011998385191
LINCSCP_110365	NA	891	CCNB1	-5.9014	0.065533220767975
LINCSCP_110365	NA	896	CCND3	-1.27585	0.24936580657959
LINCSCP_110365	NA	899	CCNF	-3.91765	0.017363039776683
LINCSCP_110365	NA	902	CCNH	2.6053	0.053284797817469
LINCSCP_110365	NA	949	SCARB1	6.25685	0.003161924425513
LINCSCP_110365	NA	958	CD40	2.50745	0.167131334543228
LINCSCP_110365	NA	960	CD44	5.8753	0.016311224550009
LINCSCP_110365	NA	965	CD58	-1.32145	0.226907461881638
LINCSCP_110365	NA	976	ADGRE5	-1.07975	0.313395380973816
LINCSCP_110365	NA	983	CDK1	-1.4833	0.23989973962307
LINCSCP_110365	NA	991	CDC20	-6.4887	0.004741932731122
LINCSCP_110365	NA	993	CDC25A	1.16495	0.384565591812134
LINCSCP_110365	NA	994	CDC25B	-7.8814	0.005633220076561
LINCSCP_110365	NA	998	CDC42	-4.34355	0.010915311053395
LINCSCP_110365	NA	1001	CDH3	2.9855	0.036838348954916
LINCSCP_110365	NA	1017	CDK2	-0.9573	0.407377302646637
LINCSCP_110365	NA	1019	CDK4	-4.59855	0.009144802577794
LINCSCP_110365	NA	1021	CDK6	2.53245	0.059740502387285
LINCSCP_110365	NA	1022	CDK7	-6.17935	0.003915955778211
LINCSCP_110365	NA	1026	CDKN1A	-1.7466	0.165787816047668
LINCSCP_110365	NA	1027	CDKN1B	-2.6956	0.045665375888348
LINCSCP_110365	NA	1029	CDKN2A	-5.33385	0.110299609601498
LINCSCP_110365	NA	1050	CEBPA	3.15665	0.110295608639717
LINCSCP_110365	NA	1052	CEBPD	1.72825	0.190323159098625
LINCSCP_110365	NA	1062	CENPE	-2.6494	0.074447244405747
LINCSCP_110365	NA	1070	CETN3	-3.2681	0.025789259001613
LINCSCP_110365	NA	1111	CHEK1	-0.5887	0.560260355472565
LINCSCP_110365	NA	1123	CHN1	1.49675	0.182043820619583
LINCSCP_110365	NA	1153	CIRBP	0.01635	0.986689150333405
LINCSCP_110365	NA	1212	CLTB	0.0556	0.954828500747681
LINCSCP_110365	NA	1213	CLTC	-8.30545	0.003369042882696
LINCSCP_110365	NA	1277	COL1A1	0.52075	0.618841111660004
LINCSCP_110365	NA	1282	COL4A1	1.1842	0.333683401346207
LINCSCP_110365	NA	1385	CREB1	-2.00935	0.374735146760941
LINCSCP_110365	NA	1398	CRK	-3.898	0.041321776807308
LINCSCP_110365	NA	1399	CRKL	1.02775	0.392226159572601
LINCSCP_110365	NA	1429	CRYZ	0.2775	0.782133400440216
LINCSCP_110365	NA	1445	CSK	-1.63625	0.155154258012772
LINCSCP_110365	NA	1452	CSNK1A1	-1.68595	0.170990347862244
LINCSCP_110365	NA	1454	CSNK1E	2.27905	0.088483147323132
LINCSCP_110365	NA	1459	CSNK2A2	4.96365	0.006612502038479
LINCSCP_110365	NA	1465	CSRP1	-1.7554	0.135278850793839
LINCSCP_110365	NA	1500	CTNND1	4.6397	0.045204494148493
LINCSCP_110365	NA	1509	CTSD	6.24995	0.002966379513964
LINCSCP_110365	NA	1514	CTSL	1.14715	0.28395676612854
LINCSCP_110365	NA	1534	CYB561	4.781	0.079655930399895
LINCSCP_110365	NA	1605	DAG1	-4.75235	0.01248649135232
LINCSCP_110365	NA	1616	DAXX	2.8445	0.061737004667521
LINCSCP_110365	NA	1633	DCK	-0.48755	0.625860810279846
LINCSCP_110365	NA	1635	DCTD	-1.045	0.345479667186737
LINCSCP_110365	NA	1643	DDB2	-1.12195	0.294756293296814
LINCSCP_110365	NA	1647	GADD45A	3.9315	0.054838661104441
LINCSCP_110365	NA	1662	DDX10	-4.72835	0.052262902259827
LINCSCP_110365	NA	1666	DECR1	-0.43965	0.683332324028015
LINCSCP_110365	NA	1676	DFFA	3.68935	0.021155944094062
LINCSCP_110365	NA	1677	DFFB	1.85155	0.133082866668701
LINCSCP_110365	NA	1738	DLD	-7.35045	0.012487715110183
LINCSCP_110365	NA	1759	DNM1	-0.90105	0.44021001458168
LINCSCP_110365	NA	1786	DNMT1	0.60045	0.551567733287811
LINCSCP_110365	NA	1788	DNMT3A	3.8994	0.028619781136513
LINCSCP_110365	NA	1802	DPH2	-0.3844	0.730879664421082
LINCSCP_110365	NA	1829	DSG2	-1.2531	0.251063942909241
LINCSCP_110365	NA	1831	TSC22D3	-5.71385	0.008062718436122
LINCSCP_110365	NA	1845	DUSP3	-1.6321	0.281958848237991
LINCSCP_110365	NA	1846	DUSP4	5.6592	0.006787905935198
LINCSCP_110365	NA	1848	DUSP6	6.79935	0.004887791816145
LINCSCP_110365	NA	1861	TOR1A	5.46695	0.017063785344362
LINCSCP_110365	NA	1870	E2F2	2.3913	0.086498916149139
LINCSCP_110365	NA	1891	ECH1	0.29045	0.781415939331055
LINCSCP_110365	NA	1906	EDN1	1.3731	0.30561700463295
LINCSCP_110365	NA	1950	EGF	7.07255	0.002563101239502
LINCSCP_110365	NA	1956	EGFR	-2.74015	0.050820004194975
LINCSCP_110365	NA	1958	EGR1	1.29905	0.384506493806839
LINCSCP_110365	NA	1978	EIF4EBP1	-1.56375	0.167629212141037
LINCSCP_110365	NA	1981	EIF4G1	0.63815	0.564551293849945
LINCSCP_110365	NA	1983	EIF5	-0.93565	0.437717705965042
LINCSCP_110365	NA	1994	ELAVL1	1.38235	0.278818219900131
LINCSCP_110365	NA	2017	CTTN	1.61925	0.237891778349876
LINCSCP_110365	NA	2037	EPB41L2	-0.94905	0.542421877384186
LINCSCP_110365	NA	2042	EPHA3	-0.55515	0.58001047372818
LINCSCP_110365	NA	2048	EPHB2	2.0839	0.106591671705246
LINCSCP_110365	NA	2058	EPRS	-6.8027	0.021428801119328
LINCSCP_110365	NA	2063	NR2F6	0.2625	0.81334787607193
LINCSCP_110365	NA	2064	ERBB2	-2.0411	0.155603140592575
LINCSCP_110365	NA	2065	ERBB3	3.2009	0.043860923498869
LINCSCP_110365	NA	2109	ETFB	-3.23215	0.031233008950949
LINCSCP_110365	NA	2113	ETS1	3.23385	0.028829729184508
LINCSCP_110365	NA	2115	ETV1	2.2837	0.122025422751904
LINCSCP_110365	NA	2131	EXT1	3.695	0.018938032910228
LINCSCP_110365	NA	2146	EZH2	-3.05695	0.032774541527033
LINCSCP_110365	NA	2184	FAH	0.5024	0.623579323291779
LINCSCP_110365	NA	2185	PTK2B	8.0196	0.005040492396802
LINCSCP_110365	NA	2195	FAT1	0.34875	0.726633429527283
LINCSCP_110365	NA	2222	FDFT1	1.8759	0.223953977227211
LINCSCP_110365	NA	2263	FGFR2	4.0463	0.03830324485898
LINCSCP_110365	NA	2264	FGFR4	1.82845	0.542284250259399
LINCSCP_110365	NA	2274	FHL2	-0.985	0.526340544223785
LINCSCP_110365	NA	2288	FKBP4	-0.2661	0.894080817699432
LINCSCP_110365	NA	2309	FOXO3	2.6492	0.047699332237244
LINCSCP_110365	NA	2353	FOS	0.5832	0.79096132516861
LINCSCP_110365	NA	2356	FPGS	-0.8735	0.443777292966843
LINCSCP_110365	NA	2523	FUT1	4.9203	0.017729254439473
LINCSCP_110365	NA	2534	FYN	0.7819	0.728432357311249
LINCSCP_110365	NA	2542	SLC37A4	-2.1222	0.086545810103416
LINCSCP_110365	NA	2548	GAA	-0.20935	0.834599316120148
LINCSCP_110365	NA	2553	GABPB1	-2.27595	0.084334529936314
LINCSCP_110365	NA	2582	GALE	-2.4067	0.081417299807072
LINCSCP_110365	NA	2597	GAPDH	-2.9701	0.174727261066437
LINCSCP_110365	NA	2624	GATA2	0.78335	0.514402687549591
LINCSCP_110365	NA	2625	GATA3	3.34975	0.026384340599179
LINCSCP_110365	NA	2673	GFPT1	1.0191	0.33330374956131
LINCSCP_110365	NA	2690	GHR	3.53685	0.039056308567524
LINCSCP_110365	NA	2736	GLI2	1.26205	0.329420417547226
LINCSCP_110365	NA	2745	GLRX	-4.8422	0.030009550973773
LINCSCP_110365	NA	2767	GNA11	0.96875	0.355332344770432
LINCSCP_110365	NA	2769	GNA15	1.811	0.13593365252018
LINCSCP_110365	NA	2770	GNAI1	1.08305	0.307197332382202
LINCSCP_110365	NA	2771	GNAI2	1.131	0.291687816381454
LINCSCP_110365	NA	2778	GNAS	-0.8544	0.415537118911743
LINCSCP_110365	NA	2810	SFN	-3.144	0.029146250337362
LINCSCP_110365	NA	2817	GPC1	2.97645	0.038912907242775
LINCSCP_110365	NA	2852	GPER1	6.9518	0.020629471167922
LINCSCP_110365	NA	2886	GRB7	0.3788	0.768527030944824
LINCSCP_110365	NA	2887	GRB10	-3.402	0.039577931165695
LINCSCP_110365	NA	2896	GRN	1.6149	0.157941982150078
LINCSCP_110365	NA	2908	NR3C1	-2.2484	0.202740013599396
LINCSCP_110365	NA	2920	CXCL2	6.5592	0.032713279128075
LINCSCP_110365	NA	2946	GSTM2	-0.31055	0.753362357616425
LINCSCP_110365	NA	2954	GSTZ1	-0.69605	0.499301373958588
LINCSCP_110365	NA	2956	MSH6	-1.5972	0.23963762819767
LINCSCP_110365	NA	2958	GTF2A2	-4.85825	0.029549648985267
LINCSCP_110365	NA	2961	GTF2E2	-2.5022	0.056124698370695
LINCSCP_110365	NA	3028	HSD17B10	-2.72545	0.058947630226612
LINCSCP_110365	NA	3033	HADH	-1.61335	0.249563083052635
LINCSCP_110365	NA	3066	HDAC2	-8.6489	0.000917024561204
LINCSCP_110365	NA	3091	HIF1A	-0.649	0.571115732192993
LINCSCP_110365	NA	3098	HK1	-1.8422	0.153878256678581
LINCSCP_110365	NA	3108	HLA-DMA	1.23	0.255147188901901
LINCSCP_110365	NA	3122	HLA-DRA	0.27665	0.799262166023254
LINCSCP_110365	NA	3156	HMGCR	3.1045	0.031493149697781
LINCSCP_110365	NA	3157	HMGCS1	-0.64605	0.522337257862091
LINCSCP_110365	NA	3162	HMOX1	-7.4793	0.001553064910695
LINCSCP_110365	NA	3202	HOXA5	5.4213	0.005888127256185
LINCSCP_110365	NA	3206	HOXA10	-0.90635	0.387043654918671
LINCSCP_110365	NA	3251	HPRT1	2.03385	0.104342348873615
LINCSCP_110365	NA	3280	HES1	1.5815	0.179292395710945
LINCSCP_110365	NA	3300	DNAJB2	-1.88825	0.131028056144714
LINCSCP_110365	NA	3303	HSPA1A	-3.60675	0.07400719076395
LINCSCP_110365	NA	3308	HSPA4	1.81865	0.195933863520622
LINCSCP_110365	NA	3312	HSPA8	-7.5354	0.009788302704692
LINCSCP_110365	NA	3315	HSPB1	-0.8875	0.471387445926666
LINCSCP_110365	NA	3329	HSPD1	-3.75315	0.017568012699485
LINCSCP_110365	NA	3337	DNAJB1	-5.18015	0.006419758312404
LINCSCP_110365	NA	3383	ICAM1	7.2151	0.004212568048388
LINCSCP_110365	NA	3385	ICAM3	-1.03345	0.343888193368912
LINCSCP_110365	NA	3398	ID2	-1.1688	0.27924433350563
LINCSCP_110365	NA	3416	IDE	-2.19895	0.105771794915199
LINCSCP_110365	NA	3454	IFNAR1	5.19585	0.018488943576813
LINCSCP_110365	NA	3480	IGF1R	-2.8697	0.039698995649815
LINCSCP_110365	NA	3482	IGF2R	0.30295	0.78380161523819
LINCSCP_110365	NA	3486	IGFBP3	6.08875	0.003619383089244
LINCSCP_110365	NA	3508	IGHMBP2	-1.04955	0.375947684049606
LINCSCP_110365	NA	3551	IKBKB	4.4475	0.012054064311087
LINCSCP_110365	NA	3553	IL1B	6.0833	0.019320880994201
LINCSCP_110365	NA	3566	IL4R	3.2498	0.026829328387976
LINCSCP_110365	NA	3597	IL13RA1	1.8455	0.12322711199522
LINCSCP_110365	NA	3611	ILK	-3.34745	0.032232407480478
LINCSCP_110365	NA	3628	INPP1	-3.7874	0.039728507399559
LINCSCP_110365	NA	3638	INSIG1	-0.8349	0.574918985366821
LINCSCP_110365	NA	3682	ITGAE	-3.76045	0.018530981615186
LINCSCP_110365	NA	3693	ITGB5	0.7915	0.502619624137878
LINCSCP_110365	NA	3725	JUN	5.16205	0.006876564584672
LINCSCP_110365	NA	3775	KCNK1	-5.9267	0.015235747210681
LINCSCP_110365	NA	3800	KIF5C	-1.079	0.397965729236603
LINCSCP_110365	NA	3815	KIT	5.15675	0.007192676886916
LINCSCP_110365	NA	3895	KTN1	-4.20885	0.019719813019037
LINCSCP_110365	NA	3909	LAMA3	-0.1948	0.842966437339783
LINCSCP_110365	NA	3925	STMN1	-1.2696	0.292508572340012
LINCSCP_110365	NA	3930	LBR	-1.9197	0.126441165804863
LINCSCP_110365	NA	3964	LGALS8	0.7961	0.449386119842529
LINCSCP_110365	NA	3978	LIG1	-4.0908	0.012677971273661
LINCSCP_110365	NA	3988	LIPA	-0.82145	0.474831521511078
LINCSCP_110365	NA	4016	LOXL1	4.205	0.013222700916231
LINCSCP_110365	NA	4043	LRPAP1	-2.95375	0.316915094852448
LINCSCP_110365	NA	4067	LYN	3.30705	0.025429900735617
LINCSCP_110365	NA	4088	SMAD3	0.9937	0.484471499919891
LINCSCP_110365	NA	4125	MAN2B1	3.22985	0.052597668021917
LINCSCP_110365	NA	4144	MAT2A	-1.49785	0.182988300919533
LINCSCP_110365	NA	4154	MBNL1	-1.48995	0.203721925616264
LINCSCP_110365	NA	4172	MCM3	-9.50745	0.000740034505725
LINCSCP_110365	NA	4200	ME2	-2.95145	0.054630797356367
LINCSCP_110365	NA	4208	MEF2C	3.6885	0.028317371383309
LINCSCP_110365	NA	4216	MAP3K4	-5.09745	0.006405733060092
LINCSCP_110365	NA	4232	MEST	3.98175	0.154538109898567
LINCSCP_110365	NA	4282	MIF	-0.91525	0.729918837547302
LINCSCP_110365	NA	4303	FOXO4	-4.43685	0.011163571849465
LINCSCP_110365	NA	4312	MMP1	3.95925	0.032476961612701
LINCSCP_110365	NA	4313	MMP2	2.52305	0.060815323144198
LINCSCP_110365	NA	4331	MNAT1	-3.01675	0.05098882317543
LINCSCP_110365	NA	4482	MSRA	2.5	0.09018325060606
LINCSCP_110365	NA	4582	MUC1	-0.61375	0.549373507499695
LINCSCP_110365	NA	4605	MYBL2	0.28155	0.803274512290955
LINCSCP_110365	NA	4609	MYC	-7.4042	0.004791658837348
LINCSCP_110365	NA	4616	GADD45B	0.63725	0.84543913602829
LINCSCP_110365	NA	4638	MYLK	1.9791	0.322901666164398
LINCSCP_110365	NA	4651	MYO10	-6.0653	0.016111023724079
LINCSCP_110365	NA	4690	NCK1	-3.05455	0.049063321202993
LINCSCP_110365	NA	4775	NFATC3	2.59095	0.13668791949749
LINCSCP_110365	NA	4776	NFATC4	4.63645	0.014825224876404
LINCSCP_110365	NA	4780	NFE2L2	1.55885	0.184280797839165
LINCSCP_110365	NA	4783	NFIL3	1.27535	0.243902772665024
LINCSCP_110365	NA	4791	NFKB2	2.9089	0.039195742458105
LINCSCP_110365	NA	4792	NFKBIA	-2.21395	0.102150723338127
LINCSCP_110365	NA	4793	NFKBIB	2.3908	0.071317337453365
LINCSCP_110365	NA	4794	NFKBIE	4.47125	0.017230136319995
LINCSCP_110365	NA	4817	NIT1	-1.73865	0.326032340526581
LINCSCP_110365	NA	4836	NMT1	-1.919	0.198111400008202
LINCSCP_110365	NA	4846	NOS3	5.82745	0.008463623002172
LINCSCP_110365	NA	4850	CNOT4	-3.4581	0.104987606406212
LINCSCP_110365	NA	4851	NOTCH1	4.01185	0.282279700040817
LINCSCP_110365	NA	4860	PNP	-1.06645	0.665720701217651
LINCSCP_110365	NA	4864	NPC1	-3.773	0.025907699018717
LINCSCP_110365	NA	4891	SLC11A2	3.99755	0.013972258195281
LINCSCP_110365	NA	4893	NRAS	0.28595	0.787602066993713
LINCSCP_110365	NA	4925	NUCB2	1.2122	0.29348212480545
LINCSCP_110365	NA	4927	NUP88	-7.2158	0.003935523331165
LINCSCP_110365	NA	4931	NVL	-2.64185	0.32318776845932
LINCSCP_110365	NA	4998	ORC1	2.0486	0.103910349309444
LINCSCP_110365	NA	5018	OXA1L	-4.67805	0.043544117361307
LINCSCP_110365	NA	5019	OXCT1	-3.46115	0.02324503660202
LINCSCP_110365	NA	5048	PAFAH1B1	-0.5953	0.64723414182663
LINCSCP_110365	NA	5050	PAFAH1B3	-3.48645	0.024345856159926
LINCSCP_110365	NA	5054	SERPINE1	-0.4103	0.854105591773987
LINCSCP_110365	NA	5058	PAK1	0.5839	0.776165902614594
LINCSCP_110365	NA	5092	PCBD1	0.26475	0.864614129066467
LINCSCP_110365	NA	5096	PCCB	-1.93985	0.141799241304398
LINCSCP_110365	NA	5106	PCK2	5.10925	0.048666384071112
LINCSCP_110365	NA	5108	PCM1	-5.8291	0.005286389961839
LINCSCP_110365	NA	5110	PCMT1	-8.7852	0.00172673293855
LINCSCP_110365	NA	5111	PCNA	-10	0.000536844483577
LINCSCP_110365	NA	5154	PDGFA	0.16615	0.865530252456665
LINCSCP_110365	NA	5211	PFKL	5.10435	0.133398562669754
LINCSCP_110365	NA	5223	PGAM1	-0.71375	0.489827632904053
LINCSCP_110365	NA	5236	PGM1	-3.998	0.013745781965554
LINCSCP_110365	NA	5255	PHKA1	1.11825	0.300122559070587
LINCSCP_110365	NA	5257	PHKB	3.56925	0.02165106497705
LINCSCP_110365	NA	5261	PHKG2	3.5882	0.029833551496267
LINCSCP_110365	NA	5287	PIK3C2B	-4.84665	0.009113278239965
LINCSCP_110365	NA	5289	PIK3C3	-1.0219	0.485545367002487
LINCSCP_110365	NA	5290	PIK3CA	3.85615	0.042018182575703
LINCSCP_110365	NA	5300	PIN1	-0.5143	0.609856724739075
LINCSCP_110365	NA	5321	PLA2G4A	1.39765	0.229940459132195
LINCSCP_110365	NA	5331	PLCB3	0.22325	0.82429826259613
LINCSCP_110365	NA	5347	PLK1	-7.3641	0.01187295652926
LINCSCP_110365	NA	5355	PLP2	1.80495	0.12630894780159
LINCSCP_110365	NA	5357	PLS1	-0.09	0.927420437335968
LINCSCP_110365	NA	5359	PLSCR1	3.87845	0.015306046232581
LINCSCP_110365	NA	5366	PMAIP1	3.8675	0.064286604523659
LINCSCP_110365	NA	5373	PMM2	2.5061	0.118045561015606
LINCSCP_110365	NA	5423	POLB	-1.66	0.159316346049309
LINCSCP_110365	NA	5427	POLE2	-4.43435	0.041638765484095
LINCSCP_110365	NA	5438	POLR2I	-3.30825	0.02511327713728
LINCSCP_110365	NA	5440	POLR2K	0.56145	0.667167007923126
LINCSCP_110365	NA	5467	PPARD	6.4336	0.002672077156603
LINCSCP_110365	NA	5468	PPARG	-0.68285	0.508477210998535
LINCSCP_110365	NA	5480	PPIC	-1.5014	0.183197349309921
LINCSCP_110365	NA	5498	PPOX	4.0728	0.029852654784918
LINCSCP_110365	NA	5525	PPP2R5A	-2.59925	0.060798443853855
LINCSCP_110365	NA	5529	PPP2R5E	3.4919	0.028791628777981
LINCSCP_110365	NA	5547	PRCP	-1.38995	0.470895648002625
LINCSCP_110365	NA	5566	PRKACA	-0.45675	0.683340966701508
LINCSCP_110365	NA	5580	PRKCD	3.14395	0.059273086488247
LINCSCP_110365	NA	5583	PRKCH	-0.1802	0.855725765228271
LINCSCP_110365	NA	5588	PRKCQ	3.06685	0.046748884022236
LINCSCP_110365	NA	5601	MAPK9	3.13585	0.064230568706989
LINCSCP_110365	NA	5603	MAPK13	2.4437	0.060501348227263
LINCSCP_110365	NA	5607	MAP2K5	-0.00620002	0.99518758058548
LINCSCP_110365	NA	5613	PRKX	5.9359	0.026262642815709
LINCSCP_110365	NA	5627	PROS1	-0.8421	0.430034339427948
LINCSCP_110365	NA	5641	LGMN	-0.68535	0.535269618034363
LINCSCP_110365	NA	5654	HTRA1	5.2452	0.008989334106445
LINCSCP_110365	NA	5696	PSMB8	-5.9751	0.004036163445562
LINCSCP_110365	NA	5699	PSMB10	4.0625	0.073295295238495
LINCSCP_110365	NA	5708	PSMD2	1.61095	0.202801525592804
LINCSCP_110365	NA	5710	PSMD4	-3.4477	0.023041842505336
LINCSCP_110365	NA	5715	PSMD9	-2.22835	0.080497369170189
LINCSCP_110365	NA	5716	PSMD10	-1.5302	0.410866796970367
LINCSCP_110365	NA	5720	PSME1	-2.0129	0.145944178104401
LINCSCP_110365	NA	5721	PSME2	2.31555	0.084951817989349
LINCSCP_110365	NA	5743	PTGS2	0.42345	0.670176208019257
LINCSCP_110365	NA	5747	PTK2	-0.1219	0.94065934419632
LINCSCP_110365	NA	5770	PTPN1	6.1219	0.028550388291478
LINCSCP_110365	NA	5777	PTPN6	2.268	0.114610485732555
LINCSCP_110365	NA	5782	PTPN12	-2.64375	0.053817342966795
LINCSCP_110365	NA	5788	PTPRC	5.93975	0.021366821601987
LINCSCP_110365	NA	5792	PTPRF	3.7795	0.032227460294962
LINCSCP_110365	NA	5796	PTPRK	3.43055	0.056865155696869
LINCSCP_110365	NA	5827	PXMP2	-2.20075	0.082809381186962
LINCSCP_110365	NA	5829	PXN	3.67155	0.04073228687048
LINCSCP_110365	NA	5831	PYCR1	-0.5757	0.625329852104187
LINCSCP_110365	NA	5836	PYGL	-1.5688	0.179642289876938
LINCSCP_110365	NA	5867	RAB4A	-2.61615	0.073322355747223
LINCSCP_110365	NA	5873	RAB27A	0.66465	0.522769451141357
LINCSCP_110365	NA	5880	RAC2	5.46565	0.005361281801015
LINCSCP_110365	NA	5883	RAD9A	-0.26845	0.819671154022217
LINCSCP_110365	NA	5889	RAD51C	0.45515	0.647397577762604
LINCSCP_110365	NA	5891	MOK	2.73755	0.126630857586861
LINCSCP_110365	NA	5898	RALA	4.71375	0.030937045812607
LINCSCP_110365	NA	5899	RALB	0.9941	0.638505935668945
LINCSCP_110365	NA	5900	RALGDS	1.3773	0.211562991142273
LINCSCP_110365	NA	5909	RAP1GAP	2.63425	0.060265544801951
LINCSCP_110365	NA	5921	RASA1	1.12095	0.398574858903885
LINCSCP_110365	NA	5925	RB1	-0.60255	0.65041583776474
LINCSCP_110365	NA	5927	KDM5A	-1.1616	0.308487355709076
LINCSCP_110365	NA	5971	RELB	4.08655	0.271103203296661
LINCSCP_110365	NA	5982	RFC2	-4.1457	0.064980827271938
LINCSCP_110365	NA	5985	RFC5	-1.7822	0.174955129623413
LINCSCP_110365	NA	5986	RFNG	3.68335	0.022311417385936
LINCSCP_110365	NA	5993	RFX5	-5.8258	0.070534735918045
LINCSCP_110365	NA	5997	RGS2	1.4286	0.369609534740448
LINCSCP_110365	NA	6009	RHEB	-3.1008	0.036201540380716
LINCSCP_110365	NA	6050	RNH1	4.8591	0.018447171896696
LINCSCP_110365	NA	6117	RPA1	-4.5504	0.013868796639144
LINCSCP_110365	NA	6118	RPA2	-4.43185	0.010003492236137
LINCSCP_110365	NA	6119	RPA3	-2.31415	0.091473922133446
LINCSCP_110365	NA	6182	MRPL12	-2.21075	0.4978968501091
LINCSCP_110365	NA	6184	RPN1	-1.6407	0.194772198796272
LINCSCP_110365	NA	6193	RPS5	3.934	0.29621946811676
LINCSCP_110365	NA	6194	RPS6	-6.76495	0.004195292014629
LINCSCP_110365	NA	6195	RPS6KA1	-0.051	0.977888107299805
LINCSCP_110365	NA	6251	RSU1	1.1193	0.297671020030975
LINCSCP_110365	NA	6253	RTN2	3.17155	0.056130696088076
LINCSCP_110365	NA	6275	S100A4	-1.59385	0.188960537314415
LINCSCP_110365	NA	6284	S100A13	-1.59835	0.390407532453537
LINCSCP_110365	NA	6304	SATB1	0.4093	0.799108624458313
LINCSCP_110365	NA	6342	SCP2	-1.8961	0.118596315383911
LINCSCP_110365	NA	6347	CCL2	-6.90505	0.005343433935195
LINCSCP_110365	NA	6390	SDHB	-3.34425	0.024312077090144
LINCSCP_110365	NA	6443	SGCB	1.15525	0.558748126029968
