signatureID	PROBE	ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
LINCSCP_73439	NA	780	DDR1	-1.03847	0.062154240906239
LINCSCP_73439	NA	808	CALM3	3.96396	0.139220625162125
LINCSCP_73439	NA	813	CALU	1.81719	0.014504595659673
LINCSCP_73439	NA	823	CAPN1	-0.670964	0.174471691250801
LINCSCP_73439	NA	831	CAST	1.43329	0.030679626390338
LINCSCP_73439	NA	835	CASP2	-1.36342	0.088332757353783
LINCSCP_73439	NA	836	CASP3	-1.28455	0.071976557374001
LINCSCP_73439	NA	840	CASP7	1.21703	0.195228829979897
LINCSCP_73439	NA	843	CASP10	3.75111	0.168483838438988
LINCSCP_73439	NA	847	CAT	1.03184	0.115324534475803
LINCSCP_73439	NA	868	CBLB	0.417707	0.515264928340912
LINCSCP_73439	NA	873	CBR1	-1.0397	0.080379970371723
LINCSCP_73439	NA	874	CBR3	0.321919	0.549025058746338
LINCSCP_73439	NA	890	CCNA2	-2.25949	0.004614884033799
LINCSCP_73439	NA	891	CCNB1	-0.0129907	0.977466821670532
LINCSCP_73439	NA	896	CCND3	0.200789	0.686470627784729
LINCSCP_73439	NA	899	CCNF	-1.63597	0.026226131245494
LINCSCP_73439	NA	902	CCNH	0.278345	0.561151623725891
LINCSCP_73439	NA	949	SCARB1	2.62535	0.015136990696192
LINCSCP_73439	NA	958	CD40	0.0869916	0.849973559379578
LINCSCP_73439	NA	960	CD44	0.320567	0.501173317432404
LINCSCP_73439	NA	965	CD58	2.08222	0.0184883531183
LINCSCP_73439	NA	976	ADGRE5	0.356618	0.546212792396545
LINCSCP_73439	NA	983	CDK1	-1.45412	0.076059430837631
LINCSCP_73439	NA	991	CDC20	-1.25491	0.034068088978529
LINCSCP_73439	NA	993	CDC25A	-1.71746	0.033148594200611
LINCSCP_73439	NA	994	CDC25B	0.728853	0.176655933260918
LINCSCP_73439	NA	998	CDC42	1.16399	0.056996870785952
LINCSCP_73439	NA	1001	CDH3	-0.0394822	0.949489295482635
LINCSCP_73439	NA	1017	CDK2	-0.359678	0.46519672870636
LINCSCP_73439	NA	1019	CDK4	0.590734	0.226398468017578
LINCSCP_73439	NA	1021	CDK6	0.00745065	0.987013280391693
LINCSCP_73439	NA	1022	CDK7	0.927662	0.083094201982021
LINCSCP_73439	NA	1026	CDKN1A	-0.66264	0.204779580235481
LINCSCP_73439	NA	1027	CDKN1B	0.862327	0.171158641576767
LINCSCP_73439	NA	1029	CDKN2A	1.29556	0.079691931605339
LINCSCP_73439	NA	1050	CEBPA	2.78492	0.208429172635078
LINCSCP_73439	NA	1052	CEBPD	0.176804	0.773438334465027
LINCSCP_73439	NA	1062	CENPE	0.102988	0.829248487949371
LINCSCP_73439	NA	1070	CETN3	0.782451	0.306459605693817
LINCSCP_73439	NA	1111	CHEK1	-1.54203	0.014532036148012
LINCSCP_73439	NA	1123	CHN1	-0.737952	0.287606328725815
LINCSCP_73439	NA	1153	CIRBP	-1.07351	0.083056330680847
LINCSCP_73439	NA	1212	CLTB	-0.560836	0.29394656419754
LINCSCP_73439	NA	1213	CLTC	0.0633209	0.904651522636414
LINCSCP_73439	NA	1277	COL1A1	0.729883	0.181555405259132
LINCSCP_73439	NA	1282	COL4A1	-0.650343	0.328517407178879
LINCSCP_73439	NA	1385	CREB1	1.47819	0.277529656887054
LINCSCP_73439	NA	1398	CRK	0.074324	0.890653669834137
LINCSCP_73439	NA	1399	CRKL	-0.227271	0.66356760263443
LINCSCP_73439	NA	1429	CRYZ	2.0735	0.08393207192421
LINCSCP_73439	NA	1445	CSK	-1.67197	0.079862155020237
LINCSCP_73439	NA	1452	CSNK1A1	-0.349605	0.602755784988403
LINCSCP_73439	NA	1454	CSNK1E	-0.824752	0.165624901652336
LINCSCP_73439	NA	1459	CSNK2A2	0.509947	0.281869947910309
LINCSCP_73439	NA	1465	CSRP1	-0.288303	0.594015181064606
LINCSCP_73439	NA	1500	CTNND1	0.601749	0.381771236658096
LINCSCP_73439	NA	1509	CTSD	1.83975	0.024291954934597
LINCSCP_73439	NA	1514	CTSL	0.904515	0.332527875900269
LINCSCP_73439	NA	1534	CYB561	1.03946	0.204857796430588
LINCSCP_73439	NA	1605	DAG1	-0.122434	0.839610397815704
LINCSCP_73439	NA	1616	DAXX	0.83406	0.138106763362885
LINCSCP_73439	NA	1633	DCK	0.455616	0.540775060653687
LINCSCP_73439	NA	1635	DCTD	-1.65816	0.03560658544302
LINCSCP_73439	NA	1643	DDB2	-0.932934	0.103964723646641
LINCSCP_73439	NA	1647	GADD45A	0.0776316	0.906555593013763
LINCSCP_73439	NA	1662	DDX10	-1.31779	0.073043540120125
LINCSCP_73439	NA	1666	DECR1	0.317501	0.583017230033875
LINCSCP_73439	NA	1676	DFFA	-0.590626	0.349211007356644
LINCSCP_73439	NA	1677	DFFB	0.473002	0.368906497955322
LINCSCP_73439	NA	1738	DLD	-0.246687	0.627133786678314
LINCSCP_73439	NA	1759	DNM1	-1.45463	0.096190445125103
LINCSCP_73439	NA	1786	DNMT1	-1.06099	0.193076640367508
LINCSCP_73439	NA	1788	DNMT3A	-0.00409943	0.995908439159393
LINCSCP_73439	NA	1802	DPH2	2.03649	0.022917995229363
LINCSCP_73439	NA	1829	DSG2	0.0723449	0.879258692264557
LINCSCP_73439	NA	1831	TSC22D3	0.782803	0.124074339866638
LINCSCP_73439	NA	1845	DUSP3	0.378728	0.459703266620636
LINCSCP_73439	NA	1846	DUSP4	1.09781	0.171744048595428
LINCSCP_73439	NA	1848	DUSP6	-1.7542	0.038090892136097
LINCSCP_73439	NA	1861	TOR1A	-0.624464	0.20878854393959
LINCSCP_73439	NA	1870	E2F2	-0.408713	0.668519616127014
LINCSCP_73439	NA	1891	ECH1	1.79911	0.009157673455775
LINCSCP_73439	NA	1906	EDN1	-0.155716	0.820076584815979
LINCSCP_73439	NA	1950	EGF	-0.413431	0.399281531572342
LINCSCP_73439	NA	1956	EGFR	-1.21537	0.050534151494503
LINCSCP_73439	NA	1958	EGR1	-0.638292	0.208163917064667
LINCSCP_73439	NA	1978	EIF4EBP1	-0.142078	0.763692021369934
LINCSCP_73439	NA	1981	EIF4G1	-1.081	0.085927069187164
LINCSCP_73439	NA	1983	EIF5	-0.367808	0.444591999053955
LINCSCP_73439	NA	1994	ELAVL1	-1.43757	0.029891233891249
LINCSCP_73439	NA	2017	CTTN	0.0622603	0.915571451187134
LINCSCP_73439	NA	2037	EPB41L2	-3.44888	0.00156031397637
LINCSCP_73439	NA	2042	EPHA3	1.68955	0.012452553026378
LINCSCP_73439	NA	2048	EPHB2	-0.43792	0.349651455879211
LINCSCP_73439	NA	2058	EPRS	-2.86774	0.007014092989266
LINCSCP_73439	NA	2063	NR2F6	-0.671755	0.328467071056366
LINCSCP_73439	NA	2064	ERBB2	0.213052	0.698645770549774
LINCSCP_73439	NA	2065	ERBB3	1.41177	0.058753918856382
LINCSCP_73439	NA	2109	ETFB	0.108311	0.832140266895294
LINCSCP_73439	NA	2113	ETS1	-0.631541	0.291637778282166
LINCSCP_73439	NA	2115	ETV1	-0.145845	0.796194493770599
LINCSCP_73439	NA	2131	EXT1	0.670141	0.244235664606094
LINCSCP_73439	NA	2146	EZH2	-1.12626	0.086821332573891
LINCSCP_73439	NA	2184	FAH	0.618469	0.340580224990845
LINCSCP_73439	NA	2185	PTK2B	-0.0119556	0.979536712169647
LINCSCP_73439	NA	2195	FAT1	0.269807	0.582278788089752
LINCSCP_73439	NA	2222	FDFT1	3.70493	0.018977675586939
LINCSCP_73439	NA	2263	FGFR2	0.0545669	0.91019868850708
LINCSCP_73439	NA	2264	FGFR4	-0.369778	0.48357567191124
LINCSCP_73439	NA	2274	FHL2	-1.31164	0.079501546919346
LINCSCP_73439	NA	2288	FKBP4	0.083989	0.872512459754944
LINCSCP_73439	NA	2309	FOXO3	-0.644363	0.466257721185684
LINCSCP_73439	NA	2353	FOS	0.794643	0.198289766907692
LINCSCP_73439	NA	2356	FPGS	-0.309721	0.496586889028549
LINCSCP_73439	NA	2523	FUT1	0.429742	0.428619712591171
LINCSCP_73439	NA	2534	FYN	-0.823353	0.149389579892159
LINCSCP_73439	NA	2542	SLC37A4	-1.1471	0.046508979052305
LINCSCP_73439	NA	2548	GAA	0.140762	0.808601081371307
LINCSCP_73439	NA	2553	GABPB1	-0.254595	0.634416818618774
LINCSCP_73439	NA	2582	GALE	0.771266	0.139423906803131
LINCSCP_73439	NA	2597	GAPDH	-0.269948	0.579900085926056
LINCSCP_73439	NA	2624	GATA2	0.231857	0.737752497196198
LINCSCP_73439	NA	2625	GATA3	0.445442	0.581347465515137
LINCSCP_73439	NA	2673	GFPT1	-2.66615	0.007365153636783
LINCSCP_73439	NA	2690	GHR	-0.230784	0.615547239780426
LINCSCP_73439	NA	2736	GLI2	0.389237	0.451206713914871
LINCSCP_73439	NA	2745	GLRX	1.56917	0.01770107075572
LINCSCP_73439	NA	2767	GNA11	-0.129235	0.833993792533875
LINCSCP_73439	NA	2769	GNA15	4.19426	0.112908899784088
LINCSCP_73439	NA	2770	GNAI1	1.89232	0.080475300550461
LINCSCP_73439	NA	2771	GNAI2	-1.5666	0.048679396510124
LINCSCP_73439	NA	2778	GNAS	-0.393021	0.54452919960022
LINCSCP_73439	NA	2810	SFN	0.333034	0.58951872587204
LINCSCP_73439	NA	2817	GPC1	1.21932	0.044563069939613
LINCSCP_73439	NA	2852	GPER1	1.12709	0.15573912858963
LINCSCP_73439	NA	2886	GRB7	0.17545	0.713764369487762
LINCSCP_73439	NA	2887	GRB10	0.3093	0.62883186340332
LINCSCP_73439	NA	2896	GRN	4.58986	0.005253196693957
LINCSCP_73439	NA	2908	NR3C1	2.96859	0.255207449197769
LINCSCP_73439	NA	2920	CXCL2	4.00768	0.132930040359497
LINCSCP_73439	NA	2946	GSTM2	0.563209	0.240763410925865
LINCSCP_73439	NA	2954	GSTZ1	1.11242	0.072326168417931
LINCSCP_73439	NA	2956	MSH6	-4.83458	0.005510699003935
LINCSCP_73439	NA	2958	GTF2A2	1.41143	0.056325774639845
LINCSCP_73439	NA	2961	GTF2E2	0.387067	0.650649905204773
LINCSCP_73439	NA	3028	HSD17B10	-0.0127161	0.988560378551483
LINCSCP_73439	NA	3033	HADH	-1.38171	0.127685129642487
LINCSCP_73439	NA	3066	HDAC2	-0.10171	0.861854195594788
LINCSCP_73439	NA	3091	HIF1A	1.55585	0.020139845088124
LINCSCP_73439	NA	3098	HK1	-1.22589	0.054675828665495
LINCSCP_73439	NA	3108	HLA-DMA	0.682096	0.169573977589607
LINCSCP_73439	NA	3122	HLA-DRA	0.00699932	0.987834095954895
LINCSCP_73439	NA	3156	HMGCR	2.31717	0.058573942631483
LINCSCP_73439	NA	3157	HMGCS1	8.42744	9.95102673186921E-05
LINCSCP_73439	NA	3162	HMOX1	-0.503001	0.380034953355789
LINCSCP_73439	NA	3202	HOXA5	-0.135815	0.762594163417816
LINCSCP_73439	NA	3206	HOXA10	-0.366797	0.503172218799591
LINCSCP_73439	NA	3251	HPRT1	0.585651	0.429436206817627
LINCSCP_73439	NA	3280	HES1	-0.839057	0.118099682033062
LINCSCP_73439	NA	3300	DNAJB2	2.42496	0.277473390102386
LINCSCP_73439	NA	3303	HSPA1A	-0.291559	0.712061107158661
LINCSCP_73439	NA	3308	HSPA4	-1.84107	0.031940177083015
LINCSCP_73439	NA	3312	HSPA8	-1.34291	0.104604810476303
LINCSCP_73439	NA	3315	HSPB1	0.490341	0.323695182800293
LINCSCP_73439	NA	3329	HSPD1	-0.628539	0.267592966556549
LINCSCP_73439	NA	3337	DNAJB1	0.0261378	0.955780327320099
LINCSCP_73439	NA	3383	ICAM1	0.61555	0.213990420103073
LINCSCP_73439	NA	3385	ICAM3	1.25334	0.120990604162216
LINCSCP_73439	NA	3398	ID2	0.726224	0.156602710485458
LINCSCP_73439	NA	3416	IDE	-1.9497	0.006521239411086
LINCSCP_73439	NA	3454	IFNAR1	-0.089031	0.865630388259888
LINCSCP_73439	NA	3480	IGF1R	-1.53587	0.055685065686703
LINCSCP_73439	NA	3482	IGF2R	0.989765	0.065567888319492
LINCSCP_73439	NA	3486	IGFBP3	0.167375	0.755893170833588
LINCSCP_73439	NA	3508	IGHMBP2	-1.77092	0.011637990362942
LINCSCP_73439	NA	3551	IKBKB	1.56893	0.047408133745194
LINCSCP_73439	NA	3553	IL1B	2.38965	0.005112620070577
LINCSCP_73439	NA	3566	IL4R	2.34683	0.108392804861069
LINCSCP_73439	NA	3597	IL13RA1	0.365499	0.46759307384491
LINCSCP_73439	NA	3611	ILK	-0.56528	0.344711631536484
LINCSCP_73439	NA	3628	INPP1	-0.209889	0.647515594959259
LINCSCP_73439	NA	3638	INSIG1	6.94804	7.10321110091172E-05
LINCSCP_73439	NA	3682	ITGAE	-2.4438	0.27108496427536
LINCSCP_73439	NA	3693	ITGB5	-3.43358	0.040140148252249
LINCSCP_73439	NA	3725	JUN	1.54118	0.305144429206848
LINCSCP_73439	NA	3775	KCNK1	0.486143	0.327993392944336
LINCSCP_73439	NA	3800	KIF5C	-0.362232	0.502094030380249
LINCSCP_73439	NA	3815	KIT	0.239527	0.650030553340912
LINCSCP_73439	NA	3895	KTN1	-1.99699	0.074283935129643
LINCSCP_73439	NA	3909	LAMA3	-0.131228	0.85203355550766
LINCSCP_73439	NA	3925	STMN1	-2.55571	0.004762312397361
LINCSCP_73439	NA	3930	LBR	-1.23666	0.04131681099534
LINCSCP_73439	NA	3964	LGALS8	-0.57127	0.23870812356472
LINCSCP_73439	NA	3978	LIG1	-1.95069	0.006769146770239
LINCSCP_73439	NA	3988	LIPA	4.20332	0.000746339210309
LINCSCP_73439	NA	4016	LOXL1	0.170048	0.772933661937714
LINCSCP_73439	NA	4043	LRPAP1	-1.28758	0.131009548902512
LINCSCP_73439	NA	4067	LYN	-0.443542	0.38105309009552
LINCSCP_73439	NA	4088	SMAD3	3.32838	0.188947528600693
LINCSCP_73439	NA	4125	MAN2B1	0.167452	0.747263014316559
LINCSCP_73439	NA	4144	MAT2A	-0.94651	0.112983040511608
LINCSCP_73439	NA	4154	MBNL1	-1.22656	0.073233239352703
LINCSCP_73439	NA	4172	MCM3	-5.08819	0.001206819433719
LINCSCP_73439	NA	4200	ME2	-0.861796	0.275766849517822
LINCSCP_73439	NA	4208	MEF2C	-0.0590828	0.91275542974472
LINCSCP_73439	NA	4216	MAP3K4	-2.5439	0.015811052173376
LINCSCP_73439	NA	4232	MEST	0.98411	0.122212819755077
LINCSCP_73439	NA	4282	MIF	1.85339	0.02523460239172
LINCSCP_73439	NA	4303	FOXO4	-0.903559	0.171505987644196
LINCSCP_73439	NA	4312	MMP1	2.19142	0.014895429834724
LINCSCP_73439	NA	4313	MMP2	0.46512	0.414996027946472
LINCSCP_73439	NA	4331	MNAT1	7.50828	0.012102660723031
LINCSCP_73439	NA	4482	MSRA	0.303398	0.662077486515045
LINCSCP_73439	NA	4582	MUC1	-0.301312	0.518159329891205
LINCSCP_73439	NA	4605	MYBL2	-1.83954	0.007313468959183
LINCSCP_73439	NA	4609	MYC	-3.26702	0.009844764135778
LINCSCP_73439	NA	4616	GADD45B	-3.64733	0.141108930110931
LINCSCP_73439	NA	4638	MYLK	3.31335	0.202991828322411
LINCSCP_73439	NA	4651	MYO10	-1.64452	0.016991076990962
LINCSCP_73439	NA	4690	NCK1	0.536555	0.299086540937424
LINCSCP_73439	NA	4775	NFATC3	-2.26074	0.008960152976215
LINCSCP_73439	NA	4776	NFATC4	3.99315	0.135040149092674
LINCSCP_73439	NA	4780	NFE2L2	-0.276583	0.669239521026611
LINCSCP_73439	NA	4783	NFIL3	0.286425	0.629272997379303
LINCSCP_73439	NA	4791	NFKB2	3.11961	0.14504936337471
LINCSCP_73439	NA	4792	NFKBIA	-0.198614	0.740100860595703
LINCSCP_73439	NA	4793	NFKBIB	-0.39404	0.469357401132584
LINCSCP_73439	NA	4794	NFKBIE	-1.55204	0.671691536903381
LINCSCP_73439	NA	4817	NIT1	0.266855	0.656959772109985
LINCSCP_73439	NA	4836	NMT1	-0.433993	0.379658550024033
LINCSCP_73439	NA	4846	NOS3	2.92412	0.269055902957916
LINCSCP_73439	NA	4850	CNOT4	-1.33972	0.032057575881481
LINCSCP_73439	NA	4851	NOTCH1	0.4097	0.462710976600647
LINCSCP_73439	NA	4860	PNP	1.81748	0.016350230202079
LINCSCP_73439	NA	4864	NPC1	1.77952	0.030324701219797
LINCSCP_73439	NA	4891	SLC11A2	1.14479	0.079500041902065
LINCSCP_73439	NA	4893	NRAS	0.707011	0.21707358956337
LINCSCP_73439	NA	4925	NUCB2	0.0871034	0.885703504085541
LINCSCP_73439	NA	4927	NUP88	-2.58091	0.003944609779865
LINCSCP_73439	NA	4931	NVL	0.885347	0.167089879512787
LINCSCP_73439	NA	4998	ORC1	-2.56262	0.003715662285686
LINCSCP_73439	NA	5018	OXA1L	0.195016	0.742828071117401
LINCSCP_73439	NA	5019	OXCT1	-0.527569	0.396614789962769
LINCSCP_73439	NA	5048	PAFAH1B1	-0.145596	0.777334094047546
LINCSCP_73439	NA	5050	PAFAH1B3	-0.0745557	0.881602942943573
LINCSCP_73439	NA	5054	SERPINE1	0.263439	0.685151994228363
LINCSCP_73439	NA	5058	PAK1	-0.185816	0.697029411792755
LINCSCP_73439	NA	5092	PCBD1	0.413133	0.525857448577881
LINCSCP_73439	NA	5096	PCCB	-2.50567	0.112720146775246
LINCSCP_73439	NA	5106	PCK2	0.0707462	0.909407019615173
LINCSCP_73439	NA	5108	PCM1	-1.12256	0.119110912084579
LINCSCP_73439	NA	5110	PCMT1	1.00642	0.1646728515625
LINCSCP_73439	NA	5111	PCNA	-6.30589	0.02615737169981
LINCSCP_73439	NA	5154	PDGFA	-1.07936	0.064946353435516
LINCSCP_73439	NA	5211	PFKL	0.318476	0.665884733200073
LINCSCP_73439	NA	5223	PGAM1	0.0889199	0.842634856700897
LINCSCP_73439	NA	5236	PGM1	-0.136109	0.779411852359772
LINCSCP_73439	NA	5255	PHKA1	0.166147	0.786695301532745
LINCSCP_73439	NA	5257	PHKB	-1.06624	0.143439009785652
LINCSCP_73439	NA	5261	PHKG2	3.17482	0.215337067842484
LINCSCP_73439	NA	5287	PIK3C2B	-0.223496	0.645608484745026
LINCSCP_73439	NA	5289	PIK3C3	0.322229	0.648304581642151
LINCSCP_73439	NA	5290	PIK3CA	-0.619568	0.312117010354996
LINCSCP_73439	NA	5300	PIN1	-1.94426	0.085203625261784
LINCSCP_73439	NA	5321	PLA2G4A	0.498398	0.31331741809845
LINCSCP_73439	NA	5331	PLCB3	-0.5348	0.393940269947052
LINCSCP_73439	NA	5347	PLK1	0.29468	0.569514811038971
LINCSCP_73439	NA	5355	PLP2	-0.0432243	0.922606825828552
LINCSCP_73439	NA	5357	PLS1	1.05842	0.104948483407497
LINCSCP_73439	NA	5359	PLSCR1	0.33678	0.508891403675079
LINCSCP_73439	NA	5366	PMAIP1	-0.394189	0.430628836154938
LINCSCP_73439	NA	5373	PMM2	-0.180479	0.738210022449493
LINCSCP_73439	NA	5423	POLB	1.93649	0.031971070915461
LINCSCP_73439	NA	5427	POLE2	-0.133529	0.88392162322998
LINCSCP_73439	NA	5438	POLR2I	0.455547	0.381810456514359
LINCSCP_73439	NA	5440	POLR2K	0.718922	0.205541163682938
LINCSCP_73439	NA	5467	PPARD	0.483852	0.362301766872406
LINCSCP_73439	NA	5468	PPARG	-0.244217	0.612810909748077
LINCSCP_73439	NA	5480	PPIC	2.02434	0.055478382855654
LINCSCP_73439	NA	5498	PPOX	0.39415	0.488282859325409
LINCSCP_73439	NA	5525	PPP2R5A	0.637943	0.211917757987976
LINCSCP_73439	NA	5529	PPP2R5E	-2.03942	0.174167990684509
LINCSCP_73439	NA	5547	PRCP	1.3982	0.024069029837847
LINCSCP_73439	NA	5566	PRKACA	-0.351424	0.506472706794739
LINCSCP_73439	NA	5580	PRKCD	-1.41096	0.06964036077261
LINCSCP_73439	NA	5583	PRKCH	-0.334866	0.464674949645996
LINCSCP_73439	NA	5588	PRKCQ	-0.848772	0.164094015955925
LINCSCP_73439	NA	5601	MAPK9	-0.561586	0.287276715040207
LINCSCP_73439	NA	5603	MAPK13	0.281721	0.66385281085968
LINCSCP_73439	NA	5607	MAP2K5	2.13848	0.33320352435112
LINCSCP_73439	NA	5613	PRKX	-0.849602	0.104557849466801
LINCSCP_73439	NA	5627	PROS1	0.513442	0.334931343793869
LINCSCP_73439	NA	5641	LGMN	0.190681	0.783263742923737
LINCSCP_73439	NA	5654	HTRA1	2.14692	0.012794587761164
LINCSCP_73439	NA	5696	PSMB8	2.94826	0.037927933037281
LINCSCP_73439	NA	5699	PSMB10	0.919526	0.102807439863682
LINCSCP_73439	NA	5708	PSMD2	-0.9137	0.124962076544762
LINCSCP_73439	NA	5710	PSMD4	0.137705	0.780182600021362
LINCSCP_73439	NA	5715	PSMD9	-0.00849689	0.986951947212219
LINCSCP_73439	NA	5716	PSMD10	-0.0789102	0.875098347663879
LINCSCP_73439	NA	5720	PSME1	2.05706	0.008769497275352
LINCSCP_73439	NA	5721	PSME2	1.02702	0.105482570827007
LINCSCP_73439	NA	5743	PTGS2	0.323938	0.55859637260437
LINCSCP_73439	NA	5747	PTK2	-0.465046	0.507242679595947
LINCSCP_73439	NA	5770	PTPN1	0.897979	0.130397871136665
LINCSCP_73439	NA	5777	PTPN6	0.430003	0.418962836265564
LINCSCP_73439	NA	5782	PTPN12	-1.8959	0.028546553105116
LINCSCP_73439	NA	5788	PTPRC	0.409452	0.413517415523529
LINCSCP_73439	NA	5792	PTPRF	0.515465	0.346990048885345
LINCSCP_73439	NA	5796	PTPRK	0.393435	0.453518658876419
LINCSCP_73439	NA	5827	PXMP2	0.211833	0.653980016708374
LINCSCP_73439	NA	5829	PXN	0.747314	0.280775219202042
LINCSCP_73439	NA	5831	PYCR1	-1.64844	0.011083766818047
LINCSCP_73439	NA	5836	PYGL	-2.25785	0.018400490283966
LINCSCP_73439	NA	5867	RAB4A	2.50257	0.03950447589159
LINCSCP_73439	NA	5873	RAB27A	-1.18228	0.105577908456326
LINCSCP_73439	NA	5880	RAC2	3.79305	0.125802144408226
LINCSCP_73439	NA	5883	RAD9A	-1.25438	0.044104773551226
LINCSCP_73439	NA	5889	RAD51C	-2.46167	0.198420643806458
LINCSCP_73439	NA	5891	MOK	-1.95074	0.086086459457874
LINCSCP_73439	NA	5898	RALA	-0.69659	0.250071913003922
LINCSCP_73439	NA	5899	RALB	-0.463229	0.380754113197327
LINCSCP_73439	NA	5900	RALGDS	0.766819	0.434766292572021
LINCSCP_73439	NA	5909	RAP1GAP	0.458749	0.327460438013077
LINCSCP_73439	NA	5921	RASA1	-1.83659	0.016825860366225
LINCSCP_73439	NA	5925	RB1	-0.615581	0.366229444742203
LINCSCP_73439	NA	5927	KDM5A	-1.45979	0.060913808643818
LINCSCP_73439	NA	5971	RELB	-0.741298	0.213669538497925
LINCSCP_73439	NA	5982	RFC2	-1.63737	0.044799327850342
LINCSCP_73439	NA	5985	RFC5	0.584601	0.469402879476547
LINCSCP_73439	NA	5986	RFNG	1.50117	0.058370389044285
LINCSCP_73439	NA	5993	RFX5	-1.45124	0.076179690659046
LINCSCP_73439	NA	5997	RGS2	-0.0508821	0.927491903305054
LINCSCP_73439	NA	6009	RHEB	0.29578	0.539284110069275
LINCSCP_73439	NA	6050	RNH1	1.22023	0.061940878629684
LINCSCP_73439	NA	6117	RPA1	-2.39803	0.009378854185343
LINCSCP_73439	NA	6118	RPA2	-1.68539	0.023566922172904
LINCSCP_73439	NA	6119	RPA3	0.101326	0.831880152225494
LINCSCP_73439	NA	6182	MRPL12	-0.999247	0.064685702323914
LINCSCP_73439	NA	6184	RPN1	-0.00457627	0.992870509624481
LINCSCP_73439	NA	6193	RPS5	1.3878	0.139628931879997
LINCSCP_73439	NA	6194	RPS6	0.294845	0.565173447132111
LINCSCP_73439	NA	6195	RPS6KA1	-0.44672	0.448433816432953
LINCSCP_73439	NA	6251	RSU1	-0.633309	0.215081855654716
LINCSCP_73439	NA	6253	RTN2	0.667163	0.30547508597374
LINCSCP_73439	NA	6275	S100A4	2.83515	0.001126963412389
LINCSCP_73439	NA	6284	S100A13	0.379716	0.48267462849617
LINCSCP_73439	NA	6304	SATB1	0.195353	0.784039199352264
LINCSCP_73439	NA	6342	SCP2	1.94656	0.008602893911302
LINCSCP_73439	NA	6347	CCL2	0.97899	0.206875130534172
LINCSCP_73439	NA	6390	SDHB	0.554487	0.284174680709839
